tipo_factura,id_criterio,criterio,codigo_producto,precio,codigo_corte,corte,categoria
Venta Carne,300,P-CORDONES DE LOMO FINO,000028,1.00,285,P-CORDONES DE LOMO FINO,Producto
Venta Carne,235,P-DENVER STEAK,000015,1.00,1164,P-DENVER STEAK,Producto
Venta Carne,224,P-DESMECHAR DE RES,000004,27500.00,1153,P-DESMECHAR DE RES,Producto
Venta Carne,33,PECHO,000037,23000.00,200,PECHO,Producto
Venta Carne,33,PECHO,000037,23000.00,200,PECHO,Producto
Venta Carne,33,PECHO,000037,23000.00,200,PECHO,Producto
Venta Carne,367,PEZUÑA DE CERDO,000023,8200.00,1381,PEZUÑA DE CERDO,Producto
Venta Carne,333,P-FAJITAS DE COSTILLA,000037,23600.00,1372,P-FAJITAS DE COSTILLA,Producto
Venta Carne,305,P-FAJITAS DE LOMO FINO,000031,1.00,1326,P-FAJITAS DE LOMO FINO,Producto
Venta Carne,232,P-FILET MIGNON,000012,1.00,1161,P-FILET MIGNON,Producto
Venta Carne,374,P-GIRASOLES,000041,21600.00,1429,P-GIRASOLES,Producto
Venta Carne,357,PIERNA DE CERDO DESHUESADA,000013,20900.00,1392,PIERNA DE CERDO,Producto
Venta Carne,301,P-LOMO FINO PREMIUM,000029,80600.00,281,P-LOMO FINO PREMIUM,Producto
Venta Carne,274,P-MEDALLONES DE LOMO FINO,000024,1.00,1256,P-MEDALLONES DE LOMO FINO,Producto
Venta Carne,371,P-MOLIDA 70/30 DE RES,000040,0.00,1424,P-MOLIDA 70/30 DE RES,Producto
Venta Carne,237,P-MOLIDA 80/20 DE RES,000017,21600.00,1166,P-MOLIDA 80/20 DE RES,Producto
Venta Carne,238,P-MOLIDA 90/10 DE RES,000018,1.00,1167,P-MOLIDA 90/10 DE RES,Producto
Venta Carne,299,P-MOLIDA ESPECIAL,000027,1.00,1315,P-MOLIDA ESPECIAL,Producto
Venta Carne,306,P-MOLIDA HB,000032,27800.00,1341,P-MOLIDA HB COLBEEF,Producto
Venta Carne,275,P-MOLIDA PREMIUM,000025,27300.00,173,32046  C-CARNE MOLIDA BAJA GRASA,Producto
Venta Carne,275,P-MOLIDA PREMIUM,000025,27300.00,1257,P-MOLIDA PREMIUM,Producto
Venta Carne,133,PORTER HOUSE,000049,0.00,210,PORTER HOUSE,Producto
Venta Carne,133,PORTER HOUSE,000049,0.00,210,PORTER HOUSE,Producto
Venta Carne,133,PORTER HOUSE,000049,0.00,210,PORTER HOUSE,Producto
Venta Carne,334,P-OSSOBUCO,000038,31500.00,1374,P-OSSOBUCO,Producto
Venta Carne,241,P-PORTER HOUSE,000021,1.00,1170,P-PORTER HOUSE,Producto
Venta Carne,330,P-PRIME RIB,000034,41800.00,1369,P-PRIME RIB,Producto
Venta Carne,227,P-RIB PARRILLERO,000007,1.00,1156,P-RIB PARRILLERO,Producto
Venta Carne,298,PRUEBAS,,1.00,27,BIFE CHURRASCO,Producto
Venta Carne,298,PRUEBAS,,1.00,27,BIFE CHURRASCO,Producto
Venta Carne,298,PRUEBAS,,1.00,25,BRAZO ENTERO,Producto
Venta Carne,298,PRUEBAS,,1.00,973,HAMBURGUESA,Producto
Venta Carne,298,PRUEBAS,,1.00,295,LOMO FINO SIN CORDÓN,Producto
Venta Carne,298,PRUEBAS,,1.00,295,LOMO FINO SIN CORDÓN,Producto
Venta Carne,298,PRUEBAS,,1.00,295,LOMO FINO SIN CORDÓN,Producto
Venta Carne,298,PRUEBAS,,1.00,263,PUNTA DE ANCA PORCIONADA,Producto
Venta Carne,223,P-SUDAR DE RES,000003,1.00,1152,P-SUDAR DE RES,Producto
Venta Carne,240,P-TBONNE,000020,48200.00,1169,P-TBONNE,Producto
Venta Carne,242,P-TOMAHAWK,000022,1.00,1171,P-TOMAHAWK,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,864,(18484) CARNE DE RES PUNTA DE ANCA X 500G,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,312,BLOQUE DE PUNTA DE ANCA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,834,FILETE DE PUNTA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,220,PUNTA DE ANCA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,220,PUNTA DE ANCA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,220,PUNTA DE ANCA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,263,PUNTA DE ANCA PORCIONADA,Producto
Venta Carne,40,PUNTA DE ANCA,000038,34700.00,836,PUNTA MARIPOSA,Producto
Venta Carne,181,PUNTA DE ANCA PREMIUM,000090,41400.00,284,PUNTA DE ANCA PREMIUM,Producto
Venta Carne,368,RABO DE CERDO,000024,6700.00,1408,RABO DE CERDO,Producto
Venta Carne,34,RASPA,000039,19300.00,225,RASPA,Producto
Venta Carne,34,RASPA,000039,19300.00,225,RASPA,Producto
Venta Carne,34,RASPA,000039,19300.00,225,RASPA,Producto
Venta Carne,285,R-CHOCOZUELA,000002,4000.00,1298,R-CHOCOZUELA,Producto Cárnico Comestible
Venta Carne,285,R-CHOCOZUELA,000002,4000.00,1293,R-CHOCOZUELA,Producto Cárnico Comestible
Venta Carne,358,RECORTES DE CERDO,000014,7300.00,1388,RECORTES DE CERDO,Producto
Venta Carne,154,RECORTES TRIMMING,000040,0.00,707,RECORTES 80/20,Producto
Venta Carne,279,R-GRASA DE PECHO,000033,4000.00,1290,R-GRASA DE PECHO,Producto Cárnico Comestible
Venta Carne,279,R-GRASA DE PECHO,000033,4000.00,1295,R-GRASA DE PECHO,Producto Cárnico Comestible
Venta Carne,286,R-HUESO CARNUDO,000001,3700.00,1292,R-HUESO CARNUDO,Producto Cárnico Comestible
Venta Carne,286,R-HUESO CARNUDO,000001,3700.00,1297,R-HUESO CARNUDO,Producto Cárnico Comestible
Venta Carne,372,R-RECORTES,000065,19581.00,1427,R-RECORTES,Producto
Venta Carne,280,R-TENDON,000034,4000.00,1294,R-TENDON,Producto Cárnico Comestible
Venta Carne,280,R-TENDON,000034,4000.00,1289,R-TENDON,Producto Cárnico Comestible
Venta Carne,281,R-TIRA TIRA,000035,4000.00,1291,R-TIRA TIRA,Producto Cárnico Comestible
Venta Carne,281,R-TIRA TIRA,000035,4000.00,1296,R-TIRA TIRA,Producto Cárnico Comestible
Venta Carne,32,SOBREBARRIGA DELGADA,000044,26900.00,866,(17478) CARNE DE RES SOBREBARRIGA 500G,Producto
Venta Carne,32,SOBREBARRIGA DELGADA,000044,26900.00,235,SOBREBARRIGA DELGADA,Producto
Venta Carne,32,SOBREBARRIGA DELGADA,000044,26900.00,235,SOBREBARRIGA DELGADA,Producto
Venta Carne,32,SOBREBARRIGA DELGADA,000044,26900.00,235,SOBREBARRIGA DELGADA,Producto
Venta Carne,350,SOLOMITO DE CERDO,000015,17900.00,1387,SOLOMITO DE CERDO,Producto
Venta Carne,66,TABLA,000012,0.00,858,(17486) CARNE DE RES CENTRO/CAPON/TABLA 500G,Producto
Venta Carne,45,TAPA DE COGOTE O ALETON,000045,22700.00,240,SOBREBARRIGA GRUESA,Producto
Venta Carne,45,TAPA DE COGOTE O ALETON,000045,22700.00,240,SOBREBARRIGA GRUESA,Producto
Venta Carne,45,TAPA DE COGOTE O ALETON,000045,22700.00,240,SOBREBARRIGA GRUESA,Producto
Venta Carne,45,TAPA DE COGOTE O ALETON,000045,22700.00,708,TAPA DE COGOTE,Producto
Venta Carne,49,TAPA DE LOMO,000041,20200.00,101,TAPA DE LOMO,Producto
Venta Carne,49,TAPA DE LOMO,000041,20200.00,896,TAPA LOMO ANCHO,Producto
Venta Carne,62,TBONNE,000050,0.00,230,T BONE,Producto
Venta Carne,62,TBONNE,000050,0.00,250,T-BONE,Producto
Venta Carne,62,TBONNE,000050,0.00,250,T-BONE,Producto
Venta Carne,62,TBONNE,000050,0.00,250,T BONE STEAK CUISINE & CO,Producto
Venta Carne,243,T-BRAZO ENTERO,000001,1.00,1100,T-BRAZO ENTERO,Producto
Venta Carne,250,T-CENTRO DE PIERNA ENTERO,000008,1.00,1108,T-CENTRO DE PIERNA ENTERO,Producto
Venta Carne,249,T-CHATA/LOMO ANCHO ENTERO,000007,1.00,1107,T-CHATA/LOMO ANCHO ENTERO,Producto
Venta Carne,244,T-COGOTE ENTERO / DESCARGUE,000002,1.00,1101,T-COGOTE ENTERO / DESCARGUE,Producto
Venta Carne,255,T-COLA DE RES,000013,1.00,1099,T-COLA DE RES,Producto
Venta Carne,245,T-COSTILLA DESPALADA ENTERA,000003,1.00,1102,T-COSTILLA DESPALADA ENTERA,Producto
Venta Carne,246,T-COSTILLA EN ESCUDO ENTERA,000004,1.00,1103,T-COSTILLA EN ESCUDO ENTERA,Producto
Venta Carne,251,T-HUESO CARNUDO,000009,1.00,1109,T-HUESO CARNUDO,Producto Cárnico Comestible
Venta Carne,252,T-HUESO COGOTE,000010,1.00,1110,T-HUESO COGOTE,Producto Cárnico Comestible
Venta Carne,157,TIRA TIRA,000002,4000.00,310,TIRA TIRA,Producto Cárnico Comestible
Venta Carne,157,TIRA TIRA,000002,4000.00,310,TIRA TIRA,Producto Cárnico Comestible
Venta Carne,157,TIRA TIRA,000002,4000.00,310,TIRA TIRA,Producto Cárnico Comestible
Venta Carne,254,T-LOMO FINO TRADICIONAL,000012,1.00,1106,T-LOMO FINO TRADICIONAL,Producto
Venta Carne,343,TOCINO CARNUDO CERDO,000017,0.00,1399,TOCINO CARNUDO,Producto
Venta Carne,359,TOCINO CERDO,000016,13800.00,1380,TOCINO DE CERDO,Producto
Venta Carne,77,TOMAHAWK,000051,0.00,440,TOMAHAWK,Producto
Venta Carne,77,TOMAHAWK,000051,0.00,360,TOMAHAWK,Producto
Venta Carne,48,TORTUGA,000042,21200.00,255,TORTUGA,Producto
Venta Carne,48,TORTUGA,000042,21200.00,255,TORTUGA,Producto
Venta Carne,48,TORTUGA,000042,21200.00,255,TORTUGA,Producto
Venta Carne,247,T-PECHO ENTERO,000005,1.00,1104,T-PECHO ENTERO,Producto
Venta Carne,248,T-PIERNA ENTERA,000006,1.00,1105,T-PIERNA ENTERA,Producto
Venta Carne,253,T-RECORTE TRADICIONAL,000011,1.00,1111,T-RECORTE TRADICIONAL,Producto
Venta Carne,113,VACIO,000043,0.00,260,VACIO,Producto
Venta Carne,113,VACIO,000043,0.00,260,VACIO,Producto
Venta Carne,113,VACIO,000043,0.00,260,VACIO,Producto
Venta Carne,335,V - AORTA CB,000011,9677.00,1321,V - AORTA CB,Producto Cárnico Comestible
Venta Carne,340,V - BAZO CB,000016,11334.00,1318,V - BAZO CB,Producto Cárnico Comestible
Venta Carne,290,V-CABEZAS CB,000002,1.00,1305,V - CABEZAS CB,Producto Cárnico Comestible
Venta Carne,292,V-CALLOS CB,000004,1.00,1307,V - CALLOS CB,Producto Cárnico Comestible
Venta Carne,294,V-CANUTAS CB,000006,1.00,1310,V - CANUTAS CB,Producto Cárnico Comestible
Venta Carne,295,V-CHUNCHULLA CB,000007,1.00,1311,V - CHUNCHULLA CB,Producto Cárnico Comestible
Venta Carne,337,V - CORAZON CB,000013,12992.00,1316,V - CORAZON CB,Producto Cárnico Comestible
Venta Carne,293,V-CUAJOS CB,000005,1.00,1308,V - CUAJOS CB,Producto Cárnico Comestible
Venta Carne,339,V - HIGADO CB,000015,14649.00,1320,V - HIGADO CB,Producto Cárnico Comestible
Venta Carne,342,V - LENGUAS CB,000018,23223.00,1375,V - LENGUAS CB,Producto Cárnico Comestible
Venta Carne,296,V-LIBRILLOS CB,000008,1.00,1312,V - LIBRILLOS CB,Producto Cárnico Comestible
Venta Carne,336,V - LOMITO DE ENTRAÑA CB,000012,16307.00,1376,V - LOMITO DE ENTRAÑA CB,Producto Cárnico Comestible
Venta Carne,291,V-PATAS CB,000003,1.00,1306,V - PATAS CB,Producto Cárnico Comestible
Venta Carne,338,V - PULMONES CB,000014,6362.00,1317,V - PULMONES CB,Producto Cárnico Comestible
Venta Carne,341,V - RIÑONES CB,000017,9677.00,1319,V - RIÑONES CB,Producto Cárnico Comestible
Venta Carne,289,V-VISCERA CB,000001,1.00,1303,V - VISCERA CB,Producto Cárnico Comestible
Venta Carne,297,V-VISCERA ROJA CB,000009,1.00,1304,V - VISCERA ROJA CB,Producto Cárnico Comestible
